timestamp,penicillin,time_h,dissolved_oxygen,sugar_feed_rate,aeration_rate,water_injection,vessel_volume,oxygen_uptake,temperature,scan
2025-03-11 06:00:58,2.0,6.83,8.8,3.72,2.14,1.75,240.84,4.54,32.07,10
2025-03-11 06:00:59,1.98,4.8,3.87,0.23,7.91,2.91,434.14,1.49,22.25,10
2025-03-11 06:01:00,0.38,9.05,1.4,1.33,5.72,1.4,433.43,0.08,30.41,10
2025-03-11 06:01:01,1.62,6.78,2.49,3.6,4.86,9.56,319.09,1.85,21.16,10
2025-03-11 06:01:02,0.96,7.62,7.93,3.91,9.12,4.71,456.57,0.02,24.01,10
2025-03-11 06:01:03,0.93,8.0,7.49,1.67,6.06,6.58,60.14,1.87,31.58,10
2025-03-11 06:01:04,1.65,2.55,4.28,2.99,1.69,9.15,353.24,0.85,30.14,10
2025-03-11 06:01:05,1.25,5.57,6.08,3.29,0.76,5.0,484.29,0.52,27.7,10
2025-03-11 06:01:06,1.43,6.41,0.33,4.5,0.57,7.84,158.79,4.9,34.22,10
2025-03-11 06:01:07,1.65,8.34,2.02,1.26,0.47,8.11,450.14,4.13,25.73,10
2025-03-11 06:01:08,1.23,2.83,7.75,3.62,4.52,3.95,240.63,1.27,35.62,10
2025-03-11 06:01:09,1.1,9.47,4.13,4.44,0.48,6.09,152.32,2.07,23.42,10
2025-03-11 06:01:10,0.34,7.07,7.01,1.19,1.11,1.12,165.17,0.64,20.5,10
2025-03-11 06:01:11,0.51,2.66,1.82,4.77,2.47,6.63,61.55,4.48,22.56,10
2025-03-11 06:01:12,0.5,4.57,2.07,2.76,7.58,4.48,235.6,0.54,23.36,10
2025-03-11 06:01:13,1.94,3.6,5.39,3.33,5.06,4.22,174.43,1.21,34.3,10
2025-03-11 06:01:14,0.24,6.12,0.95,3.76,6.83,6.9,254.7,0.18,25.58,10
2025-03-11 06:01:15,1.24,9.7,8.84,0.85,8.53,6.19,367.11,0.63,26.46,10
2025-03-11 06:01:16,1.16,2.48,7.12,3.3,0.64,7.72,371.55,2.96,24.14,10
2025-03-11 06:01:17,0.74,6.71,7.7,0.25,8.01,9.3,381.44,0.77,28.47,10
2025-03-11 06:01:18,0.31,8.02,9.44,3.02,9.63,9.93,383.45,1.84,27.02,10
2025-03-11 06:01:19,1.96,3.21,3.61,4.11,3.74,8.66,401.82,0.09,26.86,10
2025-03-11 06:01:20,1.94,5.74,4.19,3.11,8.64,1.68,379.44,4.27,21.88,10
2025-03-11 06:01:21,1.29,5.18,0.25,2.93,6.37,4.21,201.56,1.98,31.67,10
2025-03-11 06:01:22,0.82,5.01,1.35,4.94,0.49,7.22,413.66,1.48,23.61,10
2025-03-11 06:01:23,1.37,2.62,5.16,0.71,1.63,5.11,287.74,2.18,24.55,10
2025-03-11 06:01:24,1.96,7.63,8.25,1.47,9.67,0.5,325.38,0.62,39.19,10
2025-03-11 06:01:25,1.62,7.04,3.68,1.34,8.4,7.68,358.69,4.84,24.31,10
2025-03-11 06:01:26,0.32,3.47,5.05,0.73,5.33,1.04,481.85,0.99,22.73,10
2025-03-11 06:01:27,1.77,3.08,9.63,4.9,5.44,0.15,498.86,1.16,35.2,10
2025-03-11 06:01:28,0.75,4.27,5.43,3.21,3.07,6.53,438.09,1.22,28.18,10
2025-03-11 06:01:29,0.37,9.08,2.88,3.15,6.16,7.8,103.73,3.19,20.19,10
2025-03-11 06:01:30,1.92,1.41,5.91,3.24,3.84,8.92,310.36,1.08,23.89,10
2025-03-11 06:01:31,0.48,3.09,0.77,2.56,5.7,4.4,352.17,2.39,27.72,10
2025-03-11 06:01:32,1.18,4.41,1.44,3.15,7.75,5.35,112.41,4.3,28.52,10
2025-03-11 06:01:33,1.56,7.54,2.73,1.65,9.36,9.93,169.1,1.3,23.55,10
2025-03-11 06:01:34,1.91,6.52,0.88,1.3,5.66,4.26,174.46,2.12,20.89,10
2025-03-11 06:01:35,1.2,4.96,5.21,1.18,7.27,5.33,377.09,3.0,34.24,10
2025-03-11 06:01:36,1.29,9.93,7.79,1.24,5.79,7.96,484.05,4.19,27.93,10
2025-03-11 06:01:37,0.98,4.42,2.76,1.82,2.59,9.63,235.84,2.93,32.11,10
2025-03-11 06:01:38,1.06,4.96,2.96,4.02,0.38,4.33,109.21,2.63,38.68,10
2025-03-11 06:01:39,0.79,5.92,2.19,2.02,8.95,3.4,356.11,2.0,20.35,10
2025-03-11 06:01:40,0.42,8.19,6.89,2.95,3.2,6.43,305.45,0.88,38.35,10
2025-03-11 06:01:41,1.15,4.59,3.82,0.96,1.69,9.19,207.61,3.47,38.42,10
2025-03-11 06:01:42,0.16,4.88,2.85,1.47,0.04,7.09,307.89,1.36,39.72,10
2025-03-11 06:01:43,1.36,7.79,9.75,3.05,3.92,6.05,79.77,1.76,28.81,10
2025-03-11 06:01:44,0.3,3.13,8.15,3.18,1.89,3.78,312.02,4.74,25.33,10
2025-03-11 06:01:45,1.8,8.1,0.4,1.18,9.28,7.67,291.2,3.13,37.04,10
2025-03-11 06:01:46,1.07,6.68,2.26,1.62,7.34,2.72,100.96,2.42,30.27,10
2025-03-11 06:01:47,0.42,3.0,8.25,2.96,0.33,5.46,369.86,4.03,37.51,10
2025-03-11 06:01:48,1.53,1.52,6.86,2.8,2.58,8.27,116.24,3.27,29.87,10
2025-03-11 06:01:49,1.6,8.09,3.84,3.84,2.11,8.0,64.91,2.15,22.92,10
2025-03-11 06:01:50,0.22,5.41,5.03,2.17,4.66,8.08,345.91,3.34,35.27,10
2025-03-11 06:01:51,0.23,9.16,7.74,0.43,5.96,3.93,341.17,1.61,33.92,10
2025-03-11 06:01:52,1.86,6.9,4.49,2.06,7.21,2.66,123.34,2.52,21.93,10
2025-03-11 06:01:53,0.23,9.58,9.81,0.4,8.45,2.18,174.1,3.0,20.58,10
2025-03-11 06:01:54,0.64,3.42,4.97,4.31,0.93,5.52,102.63,1.86,38.41,10
2025-03-11 06:01:55,0.93,5.75,7.28,4.46,4.54,0.72,285.95,3.9,38.74,10
2025-03-11 06:01:56,0.65,2.5,8.03,0.26,2.91,2.4,317.03,2.56,38.12,10
2025-03-11 06:01:57,1.7,5.19,3.67,3.88,5.72,5.11,303.79,2.9,25.79,10
2025-03-11 06:01:58,1.96,5.74,4.81,0.71,3.97,1.03,336.79,2.05,28.45,10
2025-03-11 06:01:59,0.57,4.47,7.41,1.2,5.07,1.24,114.09,3.92,36.27,10
2025-03-11 06:02:00,0.15,7.2,3.7,1.99,8.03,3.16,478.81,2.06,32.0,10
2025-03-11 06:02:01,1.49,2.0,8.91,0.34,7.46,3.37,410.01,2.33,24.08,10
2025-03-11 06:02:02,0.97,6.14,6.88,2.42,1.64,8.03,250.06,2.58,39.25,10
2025-03-11 06:02:03,0.79,8.77,0.49,2.88,6.43,5.96,282.75,1.64,20.62,10
2025-03-11 06:02:04,1.43,5.35,8.98,3.73,7.13,2.08,412.81,1.71,30.46,10
2025-03-11 06:02:05,1.12,1.8,1.81,2.54,0.53,5.37,473.13,3.91,29.54,10
2025-03-11 06:02:06,0.46,4.17,1.28,3.33,0.98,8.93,226.23,4.53,28.29,10
2025-03-11 06:02:07,1.04,4.55,2.77,0.19,5.61,5.78,234.45,1.55,36.29,10
2025-03-11 06:02:08,0.13,7.53,3.89,1.51,0.68,6.76,74.69,1.62,39.49,10
2025-03-11 06:02:09,1.66,5.22,7.1,2.96,5.81,9.13,490.27,2.32,21.89,10
2025-03-11 06:02:10,0.32,6.82,8.85,0.44,8.97,6.58,221.44,1.49,22.84,10
2025-03-11 06:02:11,1.78,4.82,7.39,0.91,8.44,8.62,353.88,1.77,26.45,10
2025-03-11 06:02:12,0.37,4.29,9.74,1.86,6.37,1.79,430.45,0.82,39.99,10
2025-03-11 06:02:13,1.26,2.74,1.25,2.87,8.16,2.14,94.51,2.17,21.18,10
2025-03-11 06:02:14,0.39,4.13,5.09,0.09,6.4,6.78,145.19,2.9,28.55,10
2025-03-11 06:02:15,1.07,5.88,5.77,4.8,2.68,3.65,261.94,3.21,24.89,10
2025-03-11 06:02:16,1.95,5.7,6.03,3.57,2.54,2.95,431.13,4.52,28.45,10
2025-03-11 06:02:17,0.65,1.37,1.61,1.24,4.81,2.33,265.05,4.12,22.31,10
2025-03-11 06:02:18,1.65,7.24,0.16,3.82,6.42,8.3,169.78,3.33,37.77,10
2025-03-11 06:02:19,0.76,3.17,1.1,1.99,2.96,0.06,73.4,3.15,39.38,10
2025-03-11 06:02:20,0.4,8.17,3.09,3.19,8.3,6.9,193.8,4.56,27.54,10
2025-03-11 06:02:21,1.7,6.2,2.62,3.49,5.08,8.58,456.88,2.01,36.89,10
2025-03-11 06:02:22,1.15,3.49,2.6,0.51,7.42,8.65,190.21,2.99,27.05,10
2025-03-11 06:02:23,1.62,4.21,4.39,1.03,9.03,1.18,279.13,4.95,35.75,10
2025-03-11 06:02:24,1.66,3.41,3.02,2.67,8.03,4.29,389.08,4.29,30.94,10
2025-03-11 06:02:25,0.58,7.69,7.87,0.16,2.77,9.25,186.35,4.22,35.9,10
2025-03-11 06:02:26,1.32,3.34,9.52,3.52,5.76,0.79,242.51,4.72,34.78,10
2025-03-11 06:02:27,0.33,3.8,1.43,3.1,6.33,3.3,325.3,1.31,26.08,10
2025-03-11 06:02:28,0.21,2.65,2.77,2.34,7.49,6.52,223.68,4.45,22.47,10
2025-03-11 06:02:29,0.65,8.02,7.25,0.53,8.98,6.88,166.33,4.21,25.33,10
2025-03-11 06:02:30,1.31,8.19,8.92,2.14,7.89,4.38,286.73,4.48,22.08,10
2025-03-11 06:02:31,0.46,5.06,3.97,1.86,6.03,0.07,477.91,1.27,22.85,10
2025-03-11 06:02:32,0.42,9.26,2.78,1.81,2.81,6.54,215.11,2.59,20.3,10
2025-03-11 06:02:33,1.54,7.27,0.33,0.62,9.5,4.35,282.66,0.8,30.46,10
2025-03-11 06:02:34,1.31,1.64,9.41,3.56,2.91,4.23,225.49,1.02,25.82,10
2025-03-11 06:02:35,0.84,3.6,1.14,2.24,7.43,0.21,229.95,4.3,28.48,10
2025-03-11 06:02:36,1.27,1.16,2.69,0.77,1.26,2.71,119.86,2.62,39.78,10
2025-03-11 06:02:37,1.4,2.56,1.86,1.24,4.55,7.12,252.67,3.62,25.99,10
2025-03-11 06:02:38,1.69,4.42,0.16,2.89,7.0,7.17,111.53,3.03,23.97,10
2025-03-11 06:02:39,1.19,7.65,4.81,3.3,7.94,9.21,190.54,3.22,24.85,10
2025-03-11 06:02:40,0.43,2.88,2.46,2.24,9.98,2.19,378.1,2.77,22.7,10
2025-03-11 06:02:41,0.83,4.21,0.01,0.78,6.68,5.76,67.72,0.5,27.86,10
2025-03-11 06:02:42,1.29,9.99,4.9,3.9,5.95,8.98,234.29,3.27,31.27,10
2025-03-11 06:02:43,1.48,5.42,7.0,2.96,1.98,7.48,261.1,1.11,39.18,10
2025-03-11 06:02:44,1.95,3.34,5.19,2.62,2.44,0.01,350.27,3.21,36.46,10
2025-03-11 06:02:45,1.66,5.19,3.44,1.79,6.07,5.16,111.77,0.76,33.56,10
2025-03-11 06:02:46,0.34,6.33,8.32,3.41,1.48,0.39,66.31,4.44,24.2,10
2025-03-11 06:02:47,1.98,3.01,9.46,0.33,4.96,9.01,423.49,1.51,34.56,10
2025-03-11 06:02:48,0.59,2.77,7.04,4.26,9.91,4.25,297.17,2.46,39.37,10
2025-03-11 06:02:49,1.71,5.67,4.18,0.41,5.24,5.67,109.31,3.88,33.81,10
2025-03-11 06:02:50,1.56,8.25,8.97,2.35,4.3,6.23,446.42,2.6,33.34,10
2025-03-11 06:02:51,0.81,5.58,5.91,0.71,1.48,3.2,409.03,1.69,23.31,10
2025-03-11 06:02:52,1.11,2.95,9.75,0.19,6.85,4.88,303.78,2.8,20.0,10
2025-03-11 06:02:53,1.98,4.75,2.55,1.55,7.61,8.37,415.68,0.91,35.74,10
2025-03-11 06:02:54,0.14,7.89,8.06,1.34,8.27,3.06,145.44,4.09,28.82,10
2025-03-11 06:02:55,1.52,4.16,7.14,2.72,5.58,2.91,199.47,2.82,20.4,10
2025-03-11 06:02:56,0.69,9.17,3.96,2.84,0.29,1.07,79.36,3.39,28.47,10
2025-03-11 06:02:57,0.99,7.62,9.28,4.22,6.28,1.2,107.24,2.93,29.73,10
2025-03-11 06:02:58,1.27,3.62,4.71,1.1,1.04,5.07,435.34,3.14,35.07,10
2025-03-11 06:02:59,1.3,6.71,3.34,3.83,0.27,0.56,435.53,1.32,36.11,10
2025-03-11 06:03:00,1.94,5.8,8.7,0.04,8.94,2.04,329.76,0.24,22.71,10
2025-03-11 06:03:01,0.11,7.99,8.05,0.31,1.35,2.85,272.45,2.1,32.74,10
2025-03-11 06:03:02,1.16,8.59,1.56,1.84,0.0,7.77,105.11,1.71,22.14,10
2025-03-11 06:03:03,1.15,1.04,2.3,2.61,7.04,2.85,193.81,3.39,26.6,10
2025-03-11 06:03:04,1.89,8.79,9.66,1.78,9.73,4.83,74.16,3.35,31.94,10
2025-03-11 06:03:05,0.76,6.7,3.23,2.44,9.56,0.81,98.4,3.38,21.54,10
2025-03-11 06:03:06,0.62,6.81,3.88,3.91,4.3,9.39,89.62,1.14,20.25,10
2025-03-11 06:03:07,1.54,5.13,8.41,3.27,0.03,0.95,55.42,2.93,38.34,10
2025-03-11 06:03:08,1.53,4.44,5.11,0.78,4.78,6.52,444.58,1.63,39.54,10
2025-03-11 06:03:09,1.21,6.23,5.42,4.72,4.05,2.71,152.24,1.54,28.03,10
2025-03-11 06:03:10,0.68,9.2,3.62,3.03,2.92,3.53,195.9,3.83,26.73,10
2025-03-11 06:03:11,2.0,5.07,2.08,2.4,5.35,3.09,393.13,3.88,20.06,10
2025-03-11 06:03:12,1.68,8.88,2.88,0.68,4.0,8.0,464.15,0.79,39.58,10
2025-03-11 06:03:13,1.59,8.25,7.34,1.41,7.83,3.62,66.04,3.69,35.64,10
2025-03-11 06:03:14,0.55,5.43,8.72,2.55,7.71,8.92,482.52,4.12,22.67,10
2025-03-11 06:03:15,1.02,2.56,0.58,0.04,1.41,6.43,402.94,3.08,38.32,10
2025-03-11 06:03:16,0.55,3.01,4.09,1.86,0.43,4.82,341.48,1.23,36.41,10
2025-03-11 06:03:17,1.45,6.82,0.11,1.8,6.78,3.97,204.35,4.02,24.97,10
2025-03-11 06:03:18,0.59,1.49,6.58,4.68,2.68,5.39,195.88,2.19,29.66,10
2025-03-11 06:03:19,1.69,9.65,6.19,1.79,4.48,8.91,148.13,4.71,37.47,10
2025-03-11 06:03:20,0.71,2.72,3.59,4.83,7.86,6.48,176.63,2.03,26.98,10
2025-03-11 06:03:21,0.35,4.2,5.87,1.68,3.03,0.83,71.96,0.61,29.03,10
2025-03-11 06:03:22,1.65,4.32,5.54,4.05,4.5,4.43,326.78,1.51,36.55,10
2025-03-11 06:03:23,1.99,2.28,1.99,1.64,3.84,0.45,91.01,1.56,36.07,10
2025-03-11 06:03:24,0.73,9.82,5.77,0.6,9.64,2.66,399.61,4.89,21.03,10
2025-03-11 06:03:25,1.65,6.4,9.54,3.12,8.45,7.24,99.48,3.69,22.79,10
2025-03-11 06:03:26,1.7,9.4,8.68,4.91,5.44,8.22,200.48,1.86,37.17,10
2025-03-11 06:03:27,1.72,3.16,9.26,4.14,8.84,8.35,341.23,2.52,37.88,10
2025-03-11 06:03:28,1.18,6.1,6.07,2.61,5.55,4.65,145.3,0.82,35.68,10
2025-03-11 06:03:29,0.13,8.14,7.2,2.05,9.49,6.24,161.76,1.73,23.08,10
2025-03-11 06:03:30,1.97,9.56,0.14,4.4,4.21,3.39,147.46,3.05,21.22,10
2025-03-11 06:03:31,1.97,4.92,7.27,0.39,7.44,8.14,475.14,0.54,21.12,10
2025-03-11 06:03:32,1.72,5.93,3.47,3.31,2.38,7.17,417.25,1.64,26.13,10
2025-03-11 06:03:33,0.24,9.86,1.61,4.7,5.15,8.39,439.27,1.07,36.67,10
2025-03-11 06:03:34,0.97,6.2,2.14,4.01,2.15,9.44,328.17,4.8,27.05,10
2025-03-11 06:03:35,0.21,1.62,1.79,3.83,3.0,5.24,355.58,4.12,30.56,10
2025-03-11 06:03:36,1.85,1.61,2.07,2.98,6.13,0.5,173.4,0.1,22.49,10
2025-03-11 06:03:37,1.91,4.67,4.42,2.51,4.64,2.01,306.44,0.37,35.4,10
2025-03-11 06:03:38,1.62,7.39,5.87,4.78,6.54,8.53,438.66,0.16,27.82,10
2025-03-11 06:03:39,1.09,2.71,2.95,4.16,8.68,1.64,465.81,2.44,27.82,10
2025-03-11 06:03:40,0.71,5.72,1.6,1.89,8.68,0.99,244.35,2.53,38.89,10
2025-03-11 06:03:41,1.53,4.06,6.28,2.04,0.96,0.01,173.79,1.67,38.15,10
2025-03-11 06:03:42,0.67,8.86,1.87,3.98,4.79,2.6,157.19,3.15,25.57,10
2025-03-11 06:03:43,0.44,5.43,5.26,0.76,0.66,4.03,269.73,0.32,35.31,10
2025-03-11 06:03:44,1.51,8.25,3.38,3.22,4.46,9.39,439.86,4.0,32.2,10
2025-03-11 06:03:45,0.39,2.08,2.23,1.08,7.89,0.7,116.31,0.41,32.41,10
2025-03-11 06:03:46,1.31,9.4,4.83,1.29,0.02,4.03,342.61,1.31,28.97,10
2025-03-11 06:03:47,0.42,8.73,6.18,1.82,0.28,9.78,250.98,0.01,26.48,10
2025-03-11 06:03:48,0.34,1.55,6.72,0.68,3.83,2.96,355.3,3.25,28.71,10
2025-03-11 06:03:49,1.14,8.53,9.67,4.09,2.66,3.04,407.47,2.23,37.99,10
2025-03-11 06:03:50,1.96,9.21,7.4,2.27,4.82,2.74,101.89,1.25,39.27,10
2025-03-11 06:03:51,1.49,4.28,6.03,1.26,8.24,0.12,273.62,2.47,38.39,10
2025-03-11 06:03:52,1.87,4.09,2.27,1.35,7.72,4.72,347.66,0.15,31.64,10
2025-03-11 06:03:53,1.94,9.54,8.37,1.55,2.58,7.75,176.3,2.76,37.26,10
2025-03-11 06:03:54,0.11,6.15,2.86,1.06,5.47,5.12,482.96,1.7,30.14,10
2025-03-11 06:03:55,1.65,9.31,3.05,0.05,3.2,5.0,288.77,2.95,22.55,10
2025-03-11 06:03:56,1.6,4.31,3.38,0.84,3.5,5.6,172.24,2.74,26.69,10
2025-03-11 06:03:57,1.34,6.51,1.59,4.4,4.05,7.5,434.0,2.77,22.19,10
2025-03-11 06:03:58,1.75,6.01,7.39,0.9,4.39,5.89,423.23,3.52,26.89,10
2025-03-11 06:03:59,0.14,7.65,3.86,2.56,3.78,7.46,243.2,2.38,27.36,10
2025-03-11 06:04:00,0.27,3.65,9.96,0.4,6.19,6.28,149.78,1.91,31.26,10
2025-03-11 06:04:01,1.53,1.53,1.5,0.26,7.11,4.17,95.86,1.86,33.17,10
2025-03-11 06:04:02,1.87,4.9,9.87,3.12,9.85,3.74,182.32,2.05,20.39,10
2025-03-11 06:04:03,1.3,4.04,7.33,3.11,8.16,6.06,440.61,3.63,34.14,10
2025-03-11 06:04:04,0.9,8.94,4.75,4.26,5.2,2.14,196.67,1.97,35.29,10
2025-03-11 06:04:05,1.12,5.92,3.21,3.08,0.11,1.69,60.79,0.58,26.63,10
2025-03-11 06:04:06,1.21,4.77,9.93,3.54,5.68,4.48,148.56,4.06,24.12,10
2025-03-11 06:04:07,1.43,5.73,2.18,1.92,9.7,5.97,230.29,4.38,35.33,10
2025-03-11 06:04:08,1.12,3.91,8.07,1.25,3.19,1.31,130.99,4.63,24.8,10
2025-03-11 06:04:09,0.68,5.54,5.84,4.87,3.24,2.16,279.68,4.62,34.89,10
2025-03-11 06:04:10,0.47,4.56,7.32,1.3,4.64,4.64,340.42,2.94,38.17,10
2025-03-11 06:04:11,1.21,5.88,2.24,3.55,2.62,0.96,276.19,0.52,32.05,10
2025-03-11 06:04:12,0.27,2.87,2.36,1.39,9.02,6.56,351.98,2.94,24.64,10
2025-03-11 06:04:13,1.81,7.12,6.2,2.17,6.66,8.95,288.64,3.95,31.05,10
2025-03-11 06:04:14,0.17,7.69,4.21,1.62,7.53,9.77,308.99,2.34,26.48,10
2025-03-11 06:04:15,0.72,8.59,2.45,2.76,2.92,4.19,336.22,4.62,36.46,10
2025-03-11 06:04:16,0.85,6.04,5.09,0.16,7.33,1.72,477.04,0.12,27.32,10
2025-03-11 06:04:17,0.99,2.54,5.43,1.18,2.53,8.42,82.22,4.19,35.38,10
2025-03-11 06:04:18,1.1,9.59,2.58,2.05,1.26,2.78,222.53,1.77,39.36,10
2025-03-11 06:04:19,1.15,8.52,6.41,2.41,9.15,0.06,482.15,0.42,32.64,10
2025-03-11 06:04:20,1.29,9.78,7.7,2.95,6.03,3.19,194.9,1.57,36.64,10
2025-03-11 06:04:21,1.22,3.8,2.24,1.05,4.51,4.84,74.33,1.74,23.57,10
2025-03-11 06:04:22,0.85,2.54,4.6,2.74,9.36,0.81,452.23,2.22,33.77,10
2025-03-11 06:04:23,0.71,3.65,4.87,2.97,9.32,4.71,279.54,2.87,36.2,10
2025-03-11 06:04:24,1.89,9.36,0.46,4.92,6.18,4.69,129.19,1.7,35.17,10
2025-03-11 06:04:25,1.08,4.76,0.87,0.64,3.8,8.77,494.74,4.59,38.62,10
2025-03-11 06:04:26,0.35,7.29,6.65,1.79,5.37,0.77,349.37,4.58,37.51,10
2025-03-11 06:04:27,0.68,8.22,5.18,3.61,0.09,3.77,380.58,4.18,36.37,10
2025-03-11 06:04:28,0.91,6.18,6.96,2.75,8.3,7.42,230.54,2.11,35.59,10
2025-03-11 06:04:29,0.34,6.38,0.5,0.51,8.67,3.4,195.63,2.95,27.92,10
2025-03-11 06:04:30,1.3,7.29,7.88,4.24,8.34,4.39,361.7,4.66,33.74,10
2025-03-11 06:04:31,1.24,5.02,6.94,0.46,6.98,9.81,432.66,0.3,21.13,10
2025-03-11 06:04:32,0.32,5.07,0.18,3.01,4.68,5.91,61.75,1.86,24.82,10
2025-03-11 06:04:33,1.16,6.98,7.95,1.95,6.02,1.55,69.85,0.63,37.34,10
2025-03-11 06:04:34,0.21,3.9,1.5,0.24,3.18,4.5,160.75,4.84,35.95,10
2025-03-11 06:04:35,1.86,6.33,3.26,0.64,7.72,8.8,421.54,4.62,26.17,10
2025-03-11 06:04:36,0.85,5.11,1.57,0.07,8.5,9.37,253.97,4.9,28.78,10
2025-03-11 06:04:37,1.25,5.31,9.64,2.32,2.73,1.82,390.34,3.4,38.5,10
2025-03-11 06:04:38,1.42,8.81,8.34,3.04,8.24,3.23,276.95,3.52,33.59,10
2025-03-11 06:04:39,1.0,4.47,6.51,1.3,6.78,1.94,123.67,4.24,34.76,10
2025-03-11 06:04:40,1.46,5.03,9.15,2.34,3.11,4.46,365.96,0.34,26.27,10
2025-03-11 06:04:41,0.17,3.86,1.25,4.45,0.7,1.67,60.11,2.19,30.09,10
2025-03-11 06:04:42,0.81,6.7,7.73,0.61,6.17,3.22,479.28,2.17,20.86,10
2025-03-11 06:04:43,1.04,9.74,2.17,3.81,7.55,0.94,292.52,2.41,33.38,10
2025-03-11 06:04:44,0.36,2.78,0.37,2.99,4.52,4.42,417.58,1.07,39.17,10
2025-03-11 06:04:45,0.84,1.12,3.46,4.4,6.15,8.0,221.13,2.1,21.06,10
2025-03-11 06:04:46,1.73,9.92,3.51,0.25,1.63,2.01,424.83,3.34,22.0,10
2025-03-11 06:04:47,1.47,4.06,7.99,1.69,1.11,2.87,201.78,1.09,27.21,10
2025-03-11 06:04:48,1.66,3.34,9.42,4.32,0.64,7.97,487.07,4.51,34.76,10
2025-03-11 06:04:49,1.73,2.97,6.39,1.8,9.66,7.69,258.42,2.68,39.4,10
2025-03-11 06:04:50,1.86,8.27,2.07,2.57,9.11,2.43,449.85,1.58,33.14,10
2025-03-11 06:04:51,0.12,6.46,0.54,2.13,9.5,4.5,270.39,3.45,32.03,10
2025-03-11 06:04:52,0.57,4.49,0.82,4.46,6.5,7.78,489.01,3.94,20.65,10
2025-03-11 06:04:53,1.9,4.77,6.19,0.83,7.91,7.04,200.62,1.61,33.24,10
2025-03-11 06:04:54,1.6,8.69,6.64,0.84,1.17,8.16,113.21,0.23,36.6,10
2025-03-11 06:04:55,1.09,8.09,1.78,1.78,0.91,6.23,94.93,2.05,37.8,10
2025-03-11 06:04:56,0.75,2.9,1.51,2.11,9.39,5.92,235.74,2.54,36.48,10
2025-03-11 06:04:57,0.66,7.41,9.4,0.34,2.99,5.38,372.77,1.95,27.81,10
2025-03-11 06:04:58,0.44,6.13,6.46,3.78,6.32,2.22,407.29,4.85,35.19,10
2025-03-11 06:04:59,1.19,3.77,0.52,4.37,3.96,6.98,374.04,4.83,23.36,10
2025-03-11 06:05:00,0.43,9.07,2.76,3.35,4.75,2.27,289.97,3.43,28.26,10
2025-03-11 06:05:01,1.52,1.25,2.71,0.3,7.22,6.99,212.39,0.39,26.71,10
2025-03-11 06:05:02,1.53,8.62,2.29,0.04,9.94,6.0,373.96,4.65,24.03,10
2025-03-11 06:05:03,1.64,9.13,6.35,4.12,7.42,0.53,334.49,1.32,28.11,10
2025-03-11 06:05:04,1.34,7.29,7.99,4.75,3.55,3.85,341.33,3.71,27.57,10
2025-03-11 06:05:05,1.09,2.2,4.75,2.76,7.73,1.44,427.86,0.51,23.78,10
2025-03-11 06:05:06,0.51,6.09,9.12,2.44,1.56,9.67,467.08,1.63,37.44,10
2025-03-11 06:05:07,1.5,7.49,5.59,1.12,2.84,6.66,320.51,4.59,33.97,10
2025-03-11 06:05:08,0.35,2.55,1.41,0.87,2.88,2.53,291.94,2.15,39.35,10
2025-03-11 06:05:09,0.85,2.09,8.47,2.6,0.81,8.65,300.14,1.1,31.11,10
2025-03-11 06:05:10,0.75,6.07,5.37,0.39,2.97,7.94,69.05,3.85,35.78,10
2025-03-11 06:05:11,0.46,2.01,9.58,1.19,8.37,8.34,239.97,0.45,20.17,10
2025-03-11 06:05:12,1.75,7.79,9.78,2.54,3.63,7.93,407.2,1.82,28.38,10
2025-03-11 06:05:13,0.7,2.35,5.44,0.52,2.91,2.63,225.35,3.1,32.59,10
2025-03-11 06:05:14,1.22,4.63,6.88,1.61,5.38,4.53,462.86,1.12,38.16,10
2025-03-11 06:05:15,0.15,9.35,9.08,1.0,5.53,3.93,149.03,4.72,28.27,10
2025-03-11 06:05:16,0.73,9.13,2.47,4.47,2.0,9.23,366.4,3.03,32.28,10
2025-03-11 06:05:17,0.27,1.08,0.51,3.6,3.55,8.63,104.43,1.81,31.11,10
2025-03-11 06:05:18,1.0,6.83,5.45,1.21,5.18,4.51,324.23,3.88,28.71,10
2025-03-11 06:05:19,1.3,7.69,6.0,1.83,6.42,2.22,376.91,1.48,33.36,10
2025-03-11 06:05:20,1.23,8.02,3.11,2.12,1.93,6.25,486.29,0.1,20.81,10
2025-03-11 06:05:21,1.51,1.32,0.44,1.06,9.32,0.51,261.56,1.55,39.69,10
2025-03-11 06:05:22,0.63,4.33,3.02,4.73,6.42,1.83,345.39,0.6,29.02,10
2025-03-11 06:05:23,0.51,2.3,9.97,2.12,6.33,9.05,195.48,0.78,20.06,10
2025-03-11 06:05:24,1.49,8.69,9.94,3.4,5.98,8.92,82.04,4.27,31.82,10
2025-03-11 06:05:25,1.24,9.53,8.11,4.85,0.34,1.67,185.93,2.47,23.91,10
2025-03-11 06:05:26,0.59,4.26,2.06,3.0,5.74,3.61,457.58,0.77,34.61,10
2025-03-11 06:05:27,1.72,6.57,0.73,3.02,3.51,1.74,330.82,0.66,25.97,10
2025-03-11 06:05:28,1.62,8.93,1.94,4.49,1.21,8.72,101.92,2.91,27.33,10
2025-03-11 06:05:29,1.01,5.79,1.85,2.43,5.0,9.7,216.45,4.35,24.18,10
2025-03-11 06:05:30,0.93,2.69,5.67,1.19,3.51,3.17,161.03,4.5,39.42,10
